Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
28,Yes,Travel_Frequently,1239,Human Resources,4,1,Life Sciences,1,793,2,Male,73,2,3,Manufacturing Director,2,Married,10439,13277,2,Y,Yes,11,3,2,80,1,4,5,2,20,12,14,8
47,Yes,Travel_Rarely,1065,Sales,19,4,Life Sciences,1,206,1,Female,53,2,2,Sales Executive,4,Single,12249,11159,2,Y,No,15,3,1,80,1,14,5,3,24,12,0,3
56,Yes,Travel_Rarely,1083,Research & Development,5,1,Technical Degree,1,1285,4,Female,97,4,4,Healthcare Representative,2,Single,7328,6515,1,Y,Yes,22,4,2,80,1,25,6,2,17,12,5,3
50,No,Non-Travel,1060,Sales,5,1,Technical Degree,1,530,1,Female,82,2,3,Laboratory Technician,2,Single,10257,11775,3,Y,Yes,10,4,2,80,0,30,5,4,3,10,0,3
39,No,Non-Travel,1097,Human Resources,19,3,Marketing,1,690,1,Female,59,3,4,Laboratory Technician,2,Single,7409,5695,10,Y,No,16,3,1,80,0,33,2,1,13,1,2,2
29,Yes,Non-Travel,1498,Research & Development,23,5,Technical Degree,1,547,2,Male,56,3,3,Laboratory Technician,1,Single,3417,1908,7,Y,Yes,22,4,3,80,0,12,6,1,18,10,10,4
28,No,Non-Travel,1486,Research & Development,18,4,Other,1,1833,1,Female,66,2,5,Laboratory Technician,2,Married,5948,10028,2,Y,No,16,4,3,80,0,16,1,3,4,14,5,3
23,No,Travel_Frequently,1417,Research & Development,17,2,Other,1,116,1,Female,51,1,1,Research Scientist,1,Single,7896,1703,9,Y,No,11,4,3,80,3,26,0,4,14,15,3,9
22,Yes,Non-Travel,627,Human Resources,21,1,Marketing,1,368,4,Male,83,4,4,Research Scientist,1,Single,4439,5451,0,Y,Yes,15,4,2,80,0,30,3,4,24,12,13,3
30,Yes,Non-Travel,1351,Human Resources,3,3,Human Resources,1,659,4,Female,87,2,3,Research Scientist,2,Married,11040,3957,6,Y,No,21,4,2,80,0,10,3,4,3,9,1,0
64,No,Non-Travel,801,Human Resources,13,5,Life Sciences,1,680,1,Male,59,2,4,Research Scientist,3,Married,6694,13571,5,Y,Yes,11,3,2,80,1,7,4,4,15,6,4,3
48,No,Non-Travel,1299,Sales,22,5,Other,1,966,4,Male,81,1,4,Healthcare Representative,1,Divorced,8676,16727,8,Y,No,19,4,4,80,2,32,5,1,4,14,9,7
54,No,Travel_Rarely,828,Research & Development,20,1,Technical Degree,1,582,2,Female,95,4,5,Healthcare Representative,3,Single,4078,7878,0,Y,Yes,25,4,1,80,1,5,1,4,2,4,3,15
52,No,Travel_Frequently,876,Sales,7,1,Medical,1,591,2,Male,63,4,3,Research Scientist,3,Single,7697,6904,7,Y,No,10,3,3,80,3,40,2,3,17,15,11,5
46,No,Travel_Rarely,1269,Human Resources,11,4,Life Sciences,1,1023,1,Female,64,3,1,Manufacturing Director,3,Divorced,11610,6279,1,Y,Yes,14,3,3,80,3,2,0,3,15,11,10,7
36,No,Travel_Frequently,1423,Sales,19,3,Other,1,147,4,Male,85,4,5,Manufacturing Director,1,Married,4177,21401,9,Y,Yes,22,3,1,80,2,33,6,1,12,13,5,1
49,Yes,Non-Travel,703,Research & Development,17,5,Medical,1,748,4,Male,66,2,2,Healthcare Representative,1,Single,7239,12073,6,Y,Yes,15,3,3,80,1,13,1,3,30,12,2,5
33,No,Travel_Rarely,987,Sales,30,2,Medical,1,1673,3,Female,46,2,1,Sales Executive,3,Single,4523,6900,9,Y,No,13,4,3,80,3,8,4,4,30,5,8,14
34,Yes,Travel_Rarely,704,Human Resources,30,3,Human Resources,1,312,2,Female,50,4,5,Research Scientist,3,Single,3679,23251,10,Y,Yes,11,3,3,80,1,24,4,2,3,8,8,2
44,Yes,Travel_Frequently,1105,Sales,20,1,Other,1,384,2,Female,74,1,2,Research Scientist,3,Divorced,3748,22577,7,Y,Yes,10,4,2,80,2,13,5,1,17,4,14,14
40,Yes,Non-Travel,926,Research & Development,3,5,Other,1,1202,1,Male,59,4,2,Laboratory Technician,4,Divorced,14606,8081,0,Y,No,23,4,2,80,1,25,6,1,3,9,1,13
60,No,Non-Travel,1115,Human Resources,26,1,Technical Degree,1,907,1,Female,57,4,3,Sales Executive,4,Divorced,13690,3906,2,Y,Yes,22,4,2,80,3,24,4,1,26,11,3,3
35,No,Non-Travel,852,Sales,16,2,Life Sciences,1,675,3,Male,49,3,2,Healthcare Representative,2,Divorced,14483,24354,2,Y,Yes,18,4,1,80,3,35,3,2,15,13,9,5
23,Yes,Travel_Frequently,1372,Sales,24,5,Medical,1,1859,4,Male,91,3,3,Research Scientist,1,Married,6075,9333,5,Y,No,15,3,1,80,2,4,1,3,30,8,9,14
49,Yes,Travel_Frequently,1282,Human Resources,19,4,Human Resources,1,1962,3,Female,77,2,3,Sales Executive,1,Married,9866,4209,3,Y,Yes,13,3,2,80,3,13,0,2,28,11,10,12
62,No,Travel_Rarely,902,Research & Development,4,3,Technical Degree,1,1241,3,Female,52,4,1,Healthcare Representative,4,Single,8495,16640,9,Y,Yes,25,4,3,80,3,22,6,1,28,12,10,9
63,Yes,Travel_Frequently,910,Human Resources,28,1,Marketing,1,1083,3,Male,34,4,4,Research Scientist,4,Divorced,13657,13424,3,Y,No,10,3,3,80,0,17,5,3,20,11,10,6
43,No,Travel_Rarely,812,Sales,27,4,Marketing,1,123,2,Male,71,3,4,Healthcare Representative,2,Divorced,12672,23253,8,Y,Yes,20,4,4,80,0,5,6,1,19,6,1,14
39,No,Non-Travel,898,Human Resources,9,3,Technical Degree,1,529,2,Male,65,4,3,Manufacturing Director,2,Married,11984,11678,6,Y,Yes,17,3,1,80,2,40,1,1,9,14,0,8
53,No,Travel_Rarely,909,Sales,11,4,Technical Degree,1,1987,4,Female,99,1,2,Laboratory Technician,2,Single,8126,24971,3,Y,Yes,20,3,2,80,3,31,4,1,17,15,8,6
20,No,Travel_Frequently,731,Human Resources,4,4,Marketing,1,39,1,Female,38,4,3,Research Scientist,1,Single,11977,20592,8,Y,No,11,3,1,80,2,38,0,2,7,14,12,13
61,No,Non-Travel,509,Research & Development,6,1,Life Sciences,1,522,3,Male,77,3,2,Research Scientist,2,Married,9514,5147,10,Y,Yes,25,4,2,80,0,22,0,1,26,12,1,10
55,Yes,Travel_Rarely,1121,Human Resources,8,4,Medical,1,1341,3,Female,57,2,3,Manufacturing Director,2,Divorced,10877,22762,7,Y,No,20,3,3,80,0,34,0,2,17,11,1,4
32,No,Travel_Frequently,990,Sales,7,5,Life Sciences,1,1355,1,Male,31,3,2,Laboratory Technician,3,Married,7075,6592,3,Y,No,18,4,3,80,3,17,6,1,10,8,15,3
41,Yes,Travel_Rarely,1375,Research & Development,1,2,Medical,1,1768,4,Female,34,4,3,Sales Executive,1,Divorced,10775,24106,10,Y,No,11,4,1,80,0,36,6,2,30,14,4,2
52,No,Travel_Frequently,1384,Sales,29,5,Marketing,1,1641,1,Female,85,3,4,Research Scientist,3,Married,14572,12746,6,Y,No,23,4,1,80,1,40,6,1,29,6,8,11
31,No,Travel_Frequently,1038,Sales,4,1,Other,1,555,3,Male,36,4,4,Laboratory Technician,1,Divorced,7998,21020,4,Y,No,17,3,2,80,2,25,5,4,16,1,8,8
60,Yes,Travel_Frequently,1262,Sales,23,3,Human Resources,1,369,3,Female,62,1,2,Healthcare Representative,4,Married,11532,10568,0,Y,No,10,4,4,80,3,34,3,4,18,5,13,7
37,Yes,Non-Travel,1238,Sales,17,5,Life Sciences,1,1350,4,Female,59,4,2,Sales Executive,2,Divorced,5071,14552,9,Y,No,23,4,2,80,2,19,4,1,26,3,2,8
51,Yes,Non-Travel,981,Sales,5,4,Human Resources,1,1178,1,Female,99,1,2,Laboratory Technician,3,Married,7079,3996,3,Y,No,17,4,4,80,2,2,5,4,28,14,10,7
62,No,Non-Travel,910,Sales,10,5,Other,1,1413,3,Male,56,2,3,Laboratory Technician,1,Single,7979,5944,4,Y,Yes,21,3,3,80,1,37,5,3,21,15,8,3
64,No,Travel_Rarely,807,Human Resources,24,4,Human Resources,1,573,2,Female,75,1,2,Healthcare Representative,2,Divorced,6457,13181,4,Y,No,15,3,1,80,0,9,3,3,5,11,6,1
65,No,Non-Travel,1358,Research & Development,6,4,Human Resources,1,815,4,Female,53,3,2,Research Scientist,3,Divorced,4406,24981,7,Y,No,12,4,2,80,0,1,0,2,3,7,11,15
53,No,Travel_Frequently,1428,Sales,8,2,Life Sciences,1,1084,1,Male,89,1,3,Manufacturing Director,4,Single,12202,6313,3,Y,Yes,19,3,2,80,3,39,0,4,15,2,11,15
20,Yes,Travel_Frequently,801,Sales,4,5,Life Sciences,1,1921,2,Male,42,4,2,Sales Executive,1,Single,11991,20786,0,Y,Yes,16,4,1,80,2,40,6,3,3,1,12,5
64,No,Non-Travel,1242,Research & Development,12,4,Other,1,1931,3,Female,53,2,5,Manufacturing Director,3,Single,8758,19023,10,Y,No,19,3,4,80,3,31,5,4,9,2,0,3
45,Yes,Non-Travel,689,Human Resources,20,3,Marketing,1,155,4,Male,42,3,5,Laboratory Technician,4,Married,4718,19851,10,Y,Yes,11,4,4,80,3,25,3,3,4,14,4,2
23,Yes,Travel_Rarely,715,Sales,3,5,Marketing,1,699,2,Female,72,2,2,Manufacturing Director,4,Divorced,11967,21650,8,Y,Yes,10,3,2,80,1,21,4,3,7,15,5,0
35,Yes,Travel_Rarely,905,Human Resources,17,1,Life Sciences,1,1062,2,Female,88,1,3,Manufacturing Director,3,Divorced,7846,6445,10,Y,No,16,4,1,80,3,17,1,4,10,5,4,0
60,Yes,Non-Travel,927,Human Resources,6,5,Technical Degree,1,425,2,Female,68,3,1,Laboratory Technician,4,Single,7190,3619,0,Y,Yes,22,4,2,80,2,22,1,4,20,11,1,10
30,No,Travel_Rarely,816,Sales,30,3,Medical,1,14,4,Male,58,3,2,Manufacturing Director,2,Single,11695,12607,7,Y,Yes,14,3,2,80,2,2,0,3,24,1,6,3
24,Yes,Travel_Frequently,1397,Research & Development,24,2,Medical,1,1308,4,Female,45,1,5,Healthcare Representative,3,Single,13967,16487,2,Y,Yes,13,4,3,80,2,40,0,1,8,10,13,0
42,Yes,Travel_Frequently,1500,Human Resources,2,1,Medical,1,1847,4,Male,89,1,5,Manufacturing Director,1,Divorced,4377,22149,6,Y,No,14,3,2,80,0,22,5,4,13,9,7,1
35,No,Non-Travel,1464,Sales,6,3,Life Sciences,1,383,4,Female,88,3,5,Laboratory Technician,4,Single,12777,4261,1,Y,Yes,11,4,3,80,0,12,3,2,8,1,14,5
37,No,Non-Travel,1278,Human Resources,6,5,Medical,1,1467,3,Female,84,3,5,Laboratory Technician,4,Divorced,6093,9967,4,Y,Yes,16,4,2,80,1,2,2,2,11,3,12,4
32,Yes,Non-Travel,1236,Research & Development,15,2,Other,1,1993,4,Female,79,3,3,Laboratory Technician,3,Married,5843,11958,8,Y,No,23,4,1,80,0,39,6,1,30,2,15,7
24,No,Travel_Rarely,1477,Human Resources,13,5,Life Sciences,1,423,4,Male,39,3,2,Sales Executive,4,Divorced,3113,7271,3,Y,No,12,3,4,80,2,12,4,4,29,2,9,1
27,Yes,Travel_Rarely,1047,Human Resources,23,1,Life Sciences,1,1837,2,Male,63,3,1,Sales Executive,1,Married,3958,12586,4,Y,No,12,3,2,80,3,22,2,3,17,14,10,8
28,No,Non-Travel,690,Sales,17,1,Human Resources,1,149,3,Male,86,1,4,Sales Executive,1,Married,9950,4306,5,Y,Yes,12,3,4,80,2,34,4,4,1,7,13,12
53,Yes,Travel_Rarely,1050,Research & Development,16,3,Life Sciences,1,1912,2,Male,44,2,5,Manufacturing Director,2,Married,11565,5063,1,Y,No,17,3,4,80,2,21,3,1,22,10,11,5
47,Yes,Travel_Frequently,1300,Research & Development,26,4,Life Sciences,1,1204,2,Male,77,3,1,Healthcare Representative,3,Single,7222,15454,7,Y,Yes,19,3,3,80,1,12,4,3,1,3,10,1
37,No,Non-Travel,1230,Sales,11,3,Medical,1,1567,1,Male,61,1,2,Laboratory Technician,3,Married,10639,18525,2,Y,Yes,17,3,1,80,2,12,3,2,26,14,14,12
63,Yes,Travel_Frequently,799,Human Resources,10,4,Human Resources,1,39,2,Male,87,4,4,Laboratory Technician,2,Single,6204,11738,2,Y,No,14,4,4,80,0,25,4,2,15,3,5,6
42,Yes,Travel_Rarely,571,Research & Development,24,3,Marketing,1,469,4,Female,87,2,5,Research Scientist,2,Married,8987,10198,6,Y,Yes,18,3,3,80,0,16,4,3,30,13,2,10
56,Yes,Non-Travel,575,Sales,20,5,Other,1,137,2,Male,88,4,4,Laboratory Technician,2,Married,13915,6929,6,Y,No,24,3,2,80,3,25,0,3,19,13,9,8
54,Yes,Travel_Frequently,1114,Research & Development,28,2,Human Resources,1,439,2,Female,92,1,1,Manufacturing Director,3,Single,5763,13199,0,Y,No,24,4,4,80,1,34,1,3,3,9,0,13
34,No,Non-Travel,802,Sales,3,5,Life Sciences,1,528,2,Male,90,2,5,Manufacturing Director,4,Divorced,4235,9837,4,Y,Yes,21,4,2,80,3,1,0,1,24,2,6,15
35,Yes,Non-Travel,1297,Human Resources,9,4,Technical Degree,1,1508,2,Male,65,4,1,Laboratory Technician,1,Single,7778,5024,9,Y,Yes,22,4,2,80,3,21,6,2,29,7,3,14
47,No,Non-Travel,1487,Research & Development,13,4,Medical,1,1108,1,Female,94,3,3,Healthcare Representative,4,Married,13168,14367,5,Y,No,25,4,2,80,0,13,1,4,24,7,8,6
65,No,Non-Travel,589,Research & Development,4,2,Marketing,1,481,3,Male,84,2,2,Laboratory Technician,4,Divorced,7004,7139,0,Y,Yes,17,3,2,80,3,14,5,4,1,5,4,5
43,No,Travel_Rarely,881,Research & Development,22,2,Technical Degree,1,1991,1,Male,99,3,4,Sales Executive,2,Married,13990,11364,3,Y,No,23,4,4,80,1,21,4,1,5,11,7,12
42,Yes,Travel_Rarely,955,Sales,14,1,Marketing,1,1662,3,Female,88,4,2,Manufacturing Director,3,Single,6069,19806,8,Y,No,19,4,4,80,2,6,0,3,18,4,3,11
54,No,Non-Travel,835,Research & Development,1,5,Marketing,1,497,2,Male,97,1,5,Laboratory Technician,3,Single,9135,11918,7,Y,Yes,19,3,3,80,0,12,6,3,28,1,13,14
61,Yes,Travel_Frequently,524,Research & Development,9,4,Medical,1,1048,1,Female,93,1,5,Healthcare Representative,3,Divorced,14564,14315,4,Y,No,12,4,3,80,0,10,0,4,20,8,7,8
47,Yes,Travel_Rarely,741,Human Resources,27,2,Medical,1,1364,2,Male,57,1,4,Sales Executive,2,Single,13026,11092,6,Y,Yes,16,3,4,80,3,17,3,1,29,15,3,5
56,No,Travel_Rarely,622,Sales,22,3,Human Resources,1,1977,2,Male,74,4,2,Research Scientist,3,Married,11109,10519,4,Y,Yes,14,3,1,80,0,39,5,2,7,9,13,8
54,Yes,Non-Travel,1249,Human Resources,19,1,Marketing,1,207,3,Female,96,1,5,Sales Executive,2,Married,5077,9158,0,Y,Yes,21,3,4,80,1,35,4,3,25,7,9,11
34,No,Travel_Frequently,1049,Research & Development,23,4,Other,1,661,3,Female,36,3,5,Healthcare Representative,4,Married,8602,16829,3,Y,No,11,4,1,80,1,8,6,2,27,15,9,8
44,No,Travel_Frequently,1173,Sales,24,1,Other,1,570,4,Male,78,4,1,Research Scientist,2,Divorced,9461,19743,7,Y,No,19,3,1,80,0,3,0,2,12,14,14,13
44,No,Travel_Frequently,982,Research & Development,11,5,Technical Degree,1,721,1,Male,63,4,3,Healthcare Representative,3,Single,3563,20436,8,Y,Yes,21,4,2,80,1,32,6,1,24,8,9,6
31,Yes,Travel_Frequently,1442,Human Resources,12,4,Medical,1,1496,3,Male,65,2,1,Manufacturing Director,1,Married,13961,23997,4,Y,Yes,12,3,4,80,3,19,0,2,8,6,12,13
40,No,Non-Travel,1136,Sales,25,1,Life Sciences,1,119,3,Male,72,4,4,Manufacturing Director,1,Single,14254,21361,0,Y,No,14,4,1,80,1,26,6,3,21,3,9,15
53,No,Travel_Frequently,1436,Research & Development,3,1,Other,1,1316,1,Male,81,3,3,Healthcare Representative,4,Married,10526,9369,3,Y,No,23,3,1,80,2,25,0,1,19,15,2,14
26,Yes,Non-Travel,1000,Sales,6,3,Medical,1,1017,2,Male,40,3,3,Laboratory Technician,3,Divorced,14059,19384,5,Y,Yes,25,4,2,80,3,21,3,1,30,2,2,1
61,No,Travel_Rarely,566,Research & Development,29,4,Other,1,610,3,Female,80,1,2,Manufacturing Director,3,Married,3973,6530,3,Y,Yes,11,4,2,80,3,39,4,2,19,5,15,1
57,Yes,Travel_Rarely,1145,Research & Development,5,3,Technical Degree,1,1031,1,Male,44,2,5,Laboratory Technician,2,Single,8337,23140,3,Y,No,25,4,2,80,2,3,1,3,18,8,10,1
53,No,Non-Travel,601,Human Resources,10,1,Medical,1,649,1,Female,84,2,3,Sales Executive,2,Married,13250,24047,4,Y,Yes,16,4,3,80,2,22,1,1,13,12,10,10
50,Yes,Travel_Rarely,833,Sales,3,4,Marketing,1,1232,2,Female,47,1,5,Sales Executive,3,Divorced,12367,9925,5,Y,Yes,13,4,4,80,0,30,2,1,28,2,3,2
32,Yes,Travel_Rarely,1023,Human Resources,5,4,Human Resources,1,854,2,Male,73,1,3,Sales Executive,2,Married,13256,8198,9,Y,No,18,4,1,80,2,29,2,2,28,3,14,12
48,Yes,Non-Travel,895,Human Resources,22,5,Life Sciences,1,1923,1,Female,83,1,2,Manufacturing Director,3,Married,6288,15534,4,Y,Yes,23,3,4,80,1,19,4,3,24,1,2,8
41,No,Travel_Rarely,610,Sales,7,4,Other,1,623,4,Male,100,4,4,Research Scientist,4,Divorced,11803,22332,0,Y,No,25,3,4,80,0,21,0,4,6,11,7,15
44,Yes,Travel_Frequently,848,Human Resources,24,5,Marketing,1,751,2,Female,84,2,5,Laboratory Technician,1,Single,12287,9856,4,Y,No,18,3,3,80,3,21,1,2,27,8,0,13
41,No,Travel_Rarely,1172,Research & Development,11,5,Other,1,1952,2,Female,92,4,5,Manufacturing Director,2,Divorced,5512,20263,1,Y,No,17,4,3,80,1,16,1,2,8,14,8,1
47,No,Travel_Frequently,1110,Research & Development,16,4,Medical,1,118,2,Male,100,3,4,Manufacturing Director,2,Single,11365,3543,7,Y,Yes,14,4,4,80,3,31,4,4,25,5,15,0
29,No,Non-Travel,638,Human Resources,12,2,Human Resources,1,1988,3,Female,81,4,5,Sales Executive,4,Married,7689,24180,8,Y,No,14,4,2,80,1,31,2,1,8,15,7,8
27,No,Non-Travel,1069,Sales,25,2,Human Resources,1,1471,1,Male,78,3,1,Manufacturing Director,2,Divorced,3819,4730,1,Y,No,13,3,2,80,3,18,3,3,18,3,10,15
45,Yes,Travel_Frequently,841,Sales,30,4,Technical Degree,1,527,2,Male,68,2,3,Laboratory Technician,4,Married,13130,9001,2,Y,No,10,4,1,80,1,8,2,2,20,7,12,3
43,Yes,Non-Travel,1483,Sales,3,5,Life Sciences,1,1247,1,Female,50,2,4,Sales Executive,3,Married,11310,10511,4,Y,No,14,4,3,80,0,31,6,4,18,12,11,2
28,No,Travel_Rarely,725,Research & Development,7,4,Medical,1,1114,3,Female,55,3,1,Research Scientist,2,Married,7111,12102,4,Y,No,20,4,2,80,3,15,1,4,22,5,7,4
64,No,Non-Travel,1409,Sales,26,1,Other,1,1843,2,Female,100,4,3,Laboratory Technician,2,Single,6818,12885,4,Y,Yes,12,4,3,80,1,2,3,4,28,7,7,9
26,Yes,Non-Travel,599,Sales,15,3,Other,1,274,4,Female,93,3,1,Laboratory Technician,4,Single,3284,20295,4,Y,Yes,22,3,3,80,1,32,5,2,17,4,7,7
30,Yes,Travel_Frequently,818,Human Resources,29,1,Medical,1,419,4,Female,98,1,2,Manufacturing Director,2,Married,12006,8729,10,Y,Yes,22,3,3,80,2,2,5,4,1,8,11,1
55,Yes,Non-Travel,1447,Research & Development,20,3,Technical Degree,1,265,3,Female,76,4,4,Healthcare Representative,4,Single,5248,24578,3,Y,No,18,3,2,80,1,11,3,3,16,8,6,10
21,No,Non-Travel,1450,Research & Development,26,3,Human Resources,1,647,2,Female,73,2,3,Manufacturing Director,3,Single,10593,11927,7,Y,Yes,15,3,3,80,3,9,1,3,5,5,11,3
41,Yes,Non-Travel,1382,Human Resources,19,4,Life Sciences,1,1054,4,Male,57,2,5,Sales Executive,3,Divorced,7301,2004,10,Y,No,13,3,1,80,0,39,1,1,9,5,15,15
53,Yes,Non-Travel,699,Human Resources,2,1,Marketing,1,1220,4,Female,73,3,5,Research Scientist,2,Single,8172,18842,3,Y,Yes,25,3,1,80,1,13,0,3,22,12,2,11
20,Yes,Non-Travel,1048,Research & Development,1,5,Other,1,1193,4,Female,54,1,3,Laboratory Technician,2,Married,5079,13288,5,Y,No,24,4,4,80,0,35,6,3,20,14,13,8
25,Yes,Travel_Frequently,751,Human Resources,18,5,Technical Degree,1,1749,4,Female,90,3,3,Sales Executive,1,Single,10505,20016,0,Y,No,16,4,4,80,3,14,4,3,13,15,2,11
52,No,Travel_Rarely,1120,Research & Development,6,4,Human Resources,1,1759,3,Male,73,3,2,Healthcare Representative,2,Divorced,12492,15672,8,Y,No,20,3,4,80,0,18,4,2,18,1,15,11
34,No,Non-Travel,749,Sales,8,5,Technical Degree,1,383,4,Male,36,4,5,Laboratory Technician,4,Married,4392,13620,6,Y,No,13,4,2,80,2,11,3,3,11,14,8,1
63,No,Non-Travel,600,Human Resources,5,4,Medical,1,102,3,Male,73,1,5,Healthcare Representative,1,Divorced,10175,5769,9,Y,Yes,14,4,2,80,3,4,2,2,22,12,4,11
21,Yes,Non-Travel,1095,Sales,12,3,Life Sciences,1,524,4,Female,81,1,1,Manufacturing Director,1,Single,7002,4377,6,Y,Yes,24,4,4,80,0,21,0,2,6,11,12,5
60,Yes,Non-Travel,1161,Sales,24,3,Technical Degree,1,1041,4,Female,57,4,1,Research Scientist,2,Single,6802,20444,7,Y,No,10,4,3,80,1,1,5,1,16,3,1,6
42,No,Travel_Rarely,961,Research & Development,18,2,Life Sciences,1,209,4,Male,37,3,2,Manufacturing Director,2,Single,10271,2625,8,Y,No,24,3,2,80,0,19,0,1,15,3,6,9
57,No,Travel_Frequently,1174,Human Resources,12,2,Medical,1,417,2,Female,32,4,3,Manufacturing Director,2,Divorced,13953,7818,6,Y,Yes,25,3,2,80,0,17,5,1,15,11,7,5
36,Yes,Travel_Rarely,1244,Human Resources,19,1,Life Sciences,1,344,2,Female,76,4,4,Laboratory Technician,3,Divorced,5405,3834,4,Y,Yes,10,3,1,80,3,34,3,3,23,11,13,11
65,No,Non-Travel,597,Sales,17,1,Medical,1,1759,1,Female,69,4,1,Research Scientist,4,Single,3466,1758,9,Y,Yes,25,3,3,80,1,4,3,1,22,15,7,10
65,Yes,Non-Travel,1059,Research & Development,17,3,Technical Degree,1,841,1,Female,48,2,1,Research Scientist,3,Divorced,14803,9087,8,Y,No,23,3,4,80,2,20,0,3,29,5,14,15
51,Yes,Travel_Frequently,853,Human Resources,19,5,Life Sciences,1,507,2,Female,47,3,5,Laboratory Technician,3,Married,13410,11847,8,Y,Yes,18,4,3,80,0,33,2,2,7,11,4,14
54,No,Non-Travel,1457,Research & Development,27,4,Human Resources,1,38,4,Male,87,2,2,Sales Executive,2,Single,8121,12963,6,Y,No,23,3,2,80,2,29,1,4,20,10,14,4
22,Yes,Travel_Frequently,824,Research & Development,10,2,Technical Degree,1,1091,4,Female,84,3,2,Sales Executive,1,Divorced,9550,15671,6,Y,Yes,12,4,1,80,1,18,1,3,28,3,6,2
37,Yes,Travel_Frequently,678,Sales,24,2,Technical Degree,1,1306,2,Male,73,1,1,Laboratory Technician,2,Married,14682,24759,10,Y,No,14,4,2,80,0,38,1,3,25,14,9,4
37,Yes,Travel_Frequently,1372,Human Resources,16,5,Human Resources,1,1968,2,Male,62,4,5,Manufacturing Director,2,Single,9842,20574,9,Y,Yes,17,4,2,80,1,25,1,3,7,7,13,8
29,Yes,Non-Travel,1337,Human Resources,29,4,Medical,1,276,3,Female,52,4,5,Healthcare Representative,2,Single,12202,7366,9,Y,Yes,12,4,4,80,1,5,1,2,16,14,12,2
40,Yes,Non-Travel,811,Sales,7,1,Medical,1,1554,4,Female,57,4,1,Laboratory Technician,3,Divorced,12124,22869,7,Y,Yes,19,4,4,80,1,23,6,4,29,9,2,5
56,Yes,Travel_Rarely,1182,Research & Development,9,5,Technical Degree,1,474,2,Male,61,1,5,Laboratory Technician,3,Single,14916,14338,4,Y,Yes,15,4,3,80,0,36,2,4,13,6,2,7
56,No,Travel_Rarely,965,Sales,5,5,Technical Degree,1,894,2,Female,70,4,5,Healthcare Representative,3,Married,7394,19662,7,Y,Yes,11,4,3,80,3,23,5,3,1,9,4,9
32,No,Non-Travel,657,Research & Development,21,1,Marketing,1,1142,1,Male,97,3,5,Laboratory Technician,3,Single,13042,7840,6,Y,No,23,3,3,80,1,8,3,2,4,9,6,15
47,Yes,Non-Travel,958,Sales,9,2,Other,1,117,1,Female,61,1,1,Research Scientist,2,Single,11205,12703,1,Y,Yes,12,4,1,80,3,12,5,4,25,11,6,10
46,Yes,Non-Travel,1126,Human Resources,9,1,Marketing,1,17,4,Male,76,4,2,Laboratory Technician,2,Divorced,11957,6065,7,Y,No,25,4,4,80,3,30,4,1,6,13,13,7
65,No,Travel_Frequently,1167,Research & Development,28,4,Marketing,1,814,3,Female,100,2,4,Healthcare Representative,3,Married,8165,5344,7,Y,Yes,14,4,3,80,2,10,6,4,4,13,14,2
39,Yes,Travel_Frequently,906,Research & Development,18,2,Medical,1,674,3,Female,62,2,1,Laboratory Technician,3,Married,6723,17324,8,Y,No,11,3,2,80,3,1,0,3,13,15,3,5
32,No,Travel_Frequently,567,Sales,5,3,Life Sciences,1,1821,3,Male,49,3,4,Research Scientist,2,Single,10442,20523,0,Y,Yes,15,4,1,80,1,40,4,4,4,13,10,11
26,No,Travel_Frequently,1224,Sales,25,5,Technical Degree,1,991,4,Male,44,3,5,Sales Executive,1,Divorced,11279,11365,2,Y,No,15,3,1,80,2,4,0,3,28,4,10,4
25,Yes,Travel_Frequently,1322,Research & Development,23,4,Marketing,1,489,3,Male,84,4,1,Laboratory Technician,4,Married,6136,22951,3,Y,Yes,13,4,2,80,0,23,1,2,17,3,3,5
63,No,Travel_Frequently,1207,Human Resources,22,2,Marketing,1,239,3,Female,48,2,3,Manufacturing Director,4,Married,5338,10507,4,Y,Yes,12,3,1,80,0,39,0,2,14,4,14,7
29,Yes,Non-Travel,793,Research & Development,1,5,Other,1,679,4,Female,94,4,1,Healthcare Representative,2,Married,7013,7514,6,Y,Yes,11,4,3,80,1,17,2,2,2,10,5,8
62,Yes,Travel_Frequently,1472,Human Resources,17,3,Other,1,1498,4,Female,84,3,3,Healthcare Representative,2,Married,11789,13623,3,Y,No,24,4,3,80,2,7,4,1,26,5,6,8
52,No,Travel_Frequently,1089,Human Resources,11,4,Medical,1,1509,4,Male,71,2,2,Laboratory Technician,4,Single,3971,23382,10,Y,No,14,4,4,80,2,9,1,2,28,2,1,5
62,No,Travel_Rarely,1283,Human Resources,16,1,Life Sciences,1,719,2,Female,52,4,5,Healthcare Representative,4,Married,7344,13626,5,Y,No,24,3,3,80,3,39,1,3,29,1,14,1
